Manufacturer,Model,Nationality,Derivative,Doors,Engine Size,OTR,12 month 12k miles Part-Ex,24 month 24k miles Part-Ex,36 month 36k miles Part-Ex,48 month 48k miles  Part-Ex,12month 12k miles % of OTR,24 month 24k miles % of OTR,36 month 36k miles % of OTR,3YR % Depreciation,48 month 48k miles % of OTR
Seat,Ibiza (2012-),Spanish,3Dr Sport Coupe 1.2 TSi 105 EU5 FR,3,1.2,14190,8700.00,7150.00,5850.00,5025.00,0.6131,0.5039,0.4123,,0.3541
Citroen,C4 Hatch (2010-),France,5Dr Hatchback 1.4VTi 16V 95 EU5 VTR,5,1.4,14195,7450.00,6150.00,5050.00,4300.00,0.5248,0.4333,0.3558,,0.3029
Suzuki,Jimny (1998-),Japan,3Dr Hardtop 1.3 VVT 85 SZ4 Auto4,3,1.3,14195,8375.00,6900.00,5650.00,4825.00,0.59,0.4861,0.398,,0.3399
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.4 16V 100 EU5 Glam Style,3,1.4,14195,8375.00,6900.00,5650.00,4825.00,0.59,0.4861,0.398,,0.3399
Renault,Clio (2012-),France,5Dr Hatchback 0.9TCe SS 90 EU5 Dynamique MediaNav,5,0.9,14195,8700.00,7150.00,5850.00,5025.00,0.6129,0.5037,0.4121,,0.354
Kia,Rio (2011-),South Korea,5Dr Hatchback 1.4 EcoDynamics SS 107 EU5 3 6Spd,5,1.4,14195,9000.00,7350.00,6000.00,5100.00,0.634,0.5178,0.4227,,0.3593
Nissan,Micra (2013-),Japan,5Dr Hatchback 1.2 DIG-S SS 98 EU5 Tekna,5,1.2,14200,9275.00,7600.00,6250.00,5350.00,0.6532,0.5352,0.4401,,0.3768
Volkswagen,Polo (2014-),Germany,5Dr Hatchback 1.2 TSI BlueMotion Tech SS 90 EU6 SE,5,1.2,14210,10275.00,8450.00,6950.00,5925.00,0.7231,0.5947,0.4891,,0.417
Skoda,Rapid (2012-),Czech,5Dr Hatchback 1.2 TSi GreenTech SS 86 EU5 S,5,1.2,14230,8450.00,6950.00,5700.00,4875.00,0.5938,0.4884,0.4006,,0.3426
Suzuki,Swift (2013-),Japan,5Dr Hatchback 1.6 136 EU5 Sport 6Spd,5,1.6,14249,9850.00,8075.00,6650.00,5675.00,0.6913,0.5667,0.4667,,0.3983
Fiat,Punto (2012-),Italy/USA,5Dr Hatchback 1.3 Multijet DPF SS 85 EU5 Easy,5,1.3,14250,7875.00,6475.00,5300.00,4550.00,0.5526,0.4544,0.3719,,0.3193
Chrysler,Ypsilon (2011-),USA,5Dr Hatchback 1.3 Multijet DPF SS 95 EU5 SE,5,1.3,14250,8100.00,6675.00,5475.00,4675.00,0.5684,0.4684,0.3842,,0.3281
Fiat,500 CC (2009-),Italy/USA,2Dr Convertible 1.2 8V SS 69 EU5 Colour Therapy Dualogic Auto5,2,1.2,14260,10025.00,8250.00,6775.00,5775.00,0.703,0.5785,0.4751,,0.405
Fiat,500 (2008-),Italy/USA,3Dr Hatchback Abarth 1.4T-Jet 135 EU5,3,1.4,14260,11200.00,9200.00,7575.00,6450.00,0.7854,0.6452,0.5312,,0.4523
Seat,Toledo (2012-),Spanish,5Dr Hatchback 1.2 TSi 85 EU5 S,5,1.2,14265,8400.00,6900.00,5675.00,4825.00,0.5889,0.4837,0.3978,,0.3382
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.4 16V 87 EU5 Glam Style Technical,3,1.4,14270,8225.00,6750.00,5575.00,4725.00,0.5764,0.473,0.3907,,0.3311
Skoda,Fabia (2010-),Czech,5Dr Hatchback 1.2 TDi CR DPF 75 EU5 GreenLine II,5,1.2,14275,8825.00,7275.00,5950.00,5100.00,0.6182,0.5096,0.4168,,0.3573
Citroen,Berlingo Multispace (2008-),France,5Dr MPV 1.6HDi 75 VTR,5,1.6,14280,9425.00,7750.00,6350.00,5425.00,0.66,0.5427,0.4447,,0.3799
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.4 16V ecoFLEX SS 100 EU5 Glam Technical,3,1.4,14290,8375.00,6900.00,5650.00,4825.00,0.5861,0.4829,0.3954,,0.3376
Vauxhall,Corsa (2011-),Britain,3Dr Hatchback 1.2 16V ecoFLEX SS 85 EU5 SXi AC,3,1.2,14295,7475.00,6150.00,5050.00,4300.00,0.5229,0.4302,0.3533,,0.3008
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.4 16V ecoFLEX SS 100 EU5 Slam,3,1.4,14295,8425.00,6950.00,5700.00,4850.00,0.5894,0.4862,0.3987,,0.3393
Ford,Fiesta (2012-),USA,5Dr Hatchback 1.5TDCi DPF 75 EU5 Style,5,1.5,14295,8525.00,6975.00,5700.00,4800.00,0.5964,0.4879,0.3987,,0.3358
Skoda,Fabia (2010-),Czech,5Dr Hatchback 1.2 TSi 105 EU5 Elegance,5,1.2,14295,8700.00,7150.00,5875.00,5025.00,0.6086,0.5002,0.411,,0.3515
Renault,Clio (2012-),France,5Dr Hatchback 1.5dCi FAP SS 90 EU5 Expression +,5,1.5,14295,8900.00,7325.00,6000.00,5150.00,0.6226,0.5124,0.4197,,0.3603
Peugeot,2008 (2013-),France,5Dr SUV 1.4 HDi FAP 70 EU5 Access+,5,1.4,14295,11100.00,9075.00,7400.00,6275.00,0.7765,0.6348,0.5177,,0.439
Nissan,Micra (2013-),Japan,5Dr Hatchback 1.2 DIG-S SS 98 EU5 Acenta SNav CVT Auto,5,1.2,14300,8400.00,6900.00,5675.00,4850.00,0.5874,0.4825,0.3969,,0.3392
Honda,Jazz (2011-),Japan,5Dr Hatchback 1.4 i-VTEC EU5 100 ES,5,1.4,14300,9575.00,7850.00,6450.00,5500.00,0.6696,0.549,0.451,,0.3846
Toyota,Yaris (2011-),Japan,5Dr Hatchback 1.0 VVTi 69 EU5 Icon Plus Leather,5,1.0,14320,9675.00,7975.00,6525.00,5600.00,0.6756,0.5569,0.4557,,0.3911
Vauxhall,Corsa (2011-),Britain,3Dr Hatchback 1.3 CDTi ecoFLEX DPF SS 95 EU5 S,3,1.3,14340,8400.00,6900.00,5675.00,4825.00,0.5858,0.4812,0.3957,,0.3365
Seat,Ibiza (2012-),Spanish,5Dr Hatchback 1.2 TSi 105 EU5 I TECH,5,1.2,14340,8525.00,7000.00,5775.00,4925.00,0.5945,0.4881,0.4027,,0.3434
Skoda,Rapid (2012-),Czech,5Dr Spaceback 1.2 TSi 86 EU5 S,5,1.2,14340,8725.00,7175.00,5875.00,5025.00,0.6084,0.5003,0.4097,,0.3504
Fiat,Doblo (2010-),Italy/USA,5Dr MPV 1.4 16V SS 95 EU5 MyLife,5,1.4,14350,8875.00,7300.00,5975.00,5125.00,0.6185,0.5087,0.4164,,0.3571
Alfa Romeo,Mito (2011-),Italy,3Dr Hatchback 875 TB TwinAir SS 105 EU6 Sprint 6Spd,3,0.0,14350,9075.00,7450.00,6100.00,5225.00,0.6324,0.5192,0.4251,,0.3641
Seat,Ibiza (2012-),Spanish,3Dr Sport Coupe 1.2 TDI CR Ecomotive DPF SS 75 EU5 SE,3,1.2,14360,9650.00,7925.00,6500.00,5575.00,0.672,0.5519,0.4526,,0.3882
Fiat,Qubo (2009-),Italy/USA,5Dr Estate 1.3 16V Multijet DPF SS 75 EU5 My Life,5,1.3,14365,8600.00,7075.00,5800.00,4950.00,0.5987,0.4925,0.4038,,0.3446
Seat,Ibiza (2012-),Spanish,5Dr Hatchback 1.2 TDI CR Ecomotive DPF SS 75 EU5 S AC,5,1.2,14380,9425.00,7750.00,6350.00,5425.00,0.6554,0.5389,0.4416,,0.3773
Honda,Jazz (2011-),Japan,5Dr Hatchback 1.2 i-VTEC EU5 90 SS SE-T,5,1.2,14390,9000.00,7375.00,6075.00,5200.00,0.6254,0.5125,0.4222,,0.3614
Nissan,Note (2013-),Japan,5Dr MPV 1.2 12V SS 80 EU5 Acenta Premium,5,1.2,14395,8550.00,7025.00,5775.00,4925.00,0.594,0.488,0.4012,,0.3421
Kia,Rio (2011-),South Korea,5Dr Hatchback 1.4 CRDi EcoDynamics DPF SS 88 EU5 2 6Spd,5,1.4,14395,9700.00,7950.00,6475.00,5475.00,0.6738,0.5523,0.4498,,0.3803
Kia,Ceed (2012-),South Korea,5Dr Hatchback 1.4 98 EU5 1 6Spd,5,1.4,14400,8825.00,7250.00,5950.00,5100.00,0.6128,0.5035,0.4132,,0.3542
Hyundai,ix20 (2010-),South Korea,5Dr MPV 1.4 89 EU5 Style,5,1.4,14420,8850.00,7275.00,5975.00,5125.00,0.6137,0.5045,0.4144,,0.3554
Vauxhall,Corsa (2011-),Britain,3Dr Hatchback 1.2 16V 85 EU5 SE,3,1.2,14435,7450.00,6150.00,5050.00,4300.00,0.5161,0.426,0.3498,,0.2979
Vauxhall,Corsa (2011-),Britain,5Dr Hatchback 1.3 CDTi ecoFLEX DPF SS 75 EU5 S,5,1.3,14435,8525.00,7025.00,5775.00,4925.00,0.5906,0.4867,0.4001,,0.3412
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.2 16V ecoFLEX SS 70 EU5 Slam Extreme,3,1.2,14440,8625.00,7100.00,5825.00,5000.00,0.5973,0.4917,0.4034,,0.3463
Ford,Fiesta (2012-),USA,3Dr Hatchback 1.0 SS 80 EU5 Titanium,3,1.0,14445,8400.00,6875.00,5600.00,4750.00,0.5815,0.4759,0.3877,,0.3288
Renault,Clio (2012-),France,5Dr Hatchback 0.9TCe ECO SS 90 EU5 Dynamique MediaNav,5,0.9,14445,8700.00,7150.00,5850.00,5025.00,0.6023,0.495,0.405,,0.3479
Hyundai,i20 (2012-),South Korea,5Dr Hatchback 1.4 CRDi DPF 90 EU5 Style 6Spd,5,1.4,14445,8950.00,7350.00,6025.00,5175.00,0.6196,0.5088,0.4171,,0.3583
Ford,Fiesta (2012-),USA,3Dr Hatchback 1.5TDCi DPF 75 EU5 Zetec,3,1.5,14445,9250.00,7575.00,6150.00,5225.00,0.6404,0.5244,0.4258,,0.3617
Chrysler,Ypsilon (2011-),USA,5Dr Hatchback 0.9 TwinAir SS 85 EU5 SE Auto5,5,0.9,14450,8375.00,6900.00,5650.00,4825.00,0.5796,0.4775,0.391,,0.3339
Fiat,500 (2008-),Italy/USA,3Dr Hatchback 0.9 TwinAir SS 85 EU5 Cult,3,0.9,14460,9375.00,7725.00,6350.00,5400.00,0.6483,0.5342,0.4391,,0.3734
Toyota,iQ (2009-),Japan,3Dr Hatchback 1.0 VVTi 68 2 SNav Leather Mdrive CVT Auto,3,1.0,14465,8725.00,7175.00,5875.00,5025.00,0.6032,0.496,0.4062,,0.3474
Toyota,iQ (2009-),Japan,3Dr Hatchback 1.33 Dual VVTi 98 EU5 3 SNav Leather,3,1.3,14465,8850.00,7275.00,5975.00,5125.00,0.6118,0.5029,0.4131,,0.3543
Vauxhall,Corsa (2011-),Britain,5Dr Hatchback 1.4 16V EU5 100 Energy AC,5,1.4,14470,7975.00,6550.00,5375.00,4600.00,0.5511,0.4527,0.3715,,0.3179
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.4 16V 87 EU5 Slam Extreme,3,1.4,14470,8850.00,7275.00,5975.00,5100.00,0.6116,0.5028,0.4129,,0.3525
Skoda,Fabia (2010-),Czech,5Dr Estate 1.2 TSi 86 EU5 Scout,5,1.2,14470,9225.00,7550.00,6225.00,5300.00,0.6375,0.5218,0.4302,,0.3663
Fiat,Qubo (2009-),Italy/USA,5Dr Estate 1.3 16V Multijet DPF SS 75 EU5 Active Dualogic Auto6,5,1.3,14475,8175.00,6700.00,5500.00,4700.00,0.5648,0.4629,0.38,,0.3247
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.4 16V ecoFLEX SS 100 EU5 Glam Style,3,1.4,14490,8300.00,6800.00,5600.00,4775.00,0.5728,0.4693,0.3865,,0.3295
Peugeot,208 (2012-),France,5Dr Hatchback 1.2 VTi 82 EU5 Allure,5,1.2,14495,8650.00,7150.00,5850.00,5025.00,0.5968,0.4933,0.4036,,0.3467
Nissan,Note (2013-),Japan,5Dr MPV 1.2 DIG-S SS 98 EU5 Acenta,5,1.2,14495,8775.00,7200.00,5900.00,5050.00,0.6054,0.4967,0.407,,0.3484
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.4 16V 100 EU5 Slam Technical,3,1.4,14495,8850.00,7275.00,5975.00,5100.00,0.6106,0.5019,0.4122,,0.3518
Kia,Pro Ceed (2013-),South Korea,3Dr Hatchback 1.4 98 EU5 VR7 6Spd,3,1.4,14495,9150.00,7525.00,6200.00,5275.00,0.6313,0.5191,0.4277,,0.3639
Suzuki,Swift (2013-),Japan,5Dr Hatchback 1.6 136 EU5 Sport SNav 6Spd,5,1.6,14499,10000.00,8225.00,6750.00,5750.00,0.6897,0.5673,0.4655,,0.3966
Citroen,C3 (2013-),France,5Dr Hatchback 1.4 HDi DPF 70 EU5 VTR+,5,1.4,14510,9575.00,7875.00,6475.00,5550.00,0.6599,0.5427,0.4462,,0.3825
Peugeot,Partner Tepee (2012-),France,5Dr MPV 1.6 VTi 120 EU5 S,5,1.6,14520,8100.00,6675.00,5475.00,4675.00,0.5579,0.4597,0.3771,,0.322
Mini,Mini (2007-),Britain,3Dr Hatchback 1.6 D DPF SS 90 EU5 One 6Spd,3,1.6,14540,11350.00,9325.00,7675.00,6550.00,0.7806,0.6413,0.5279,,0.4505
Ford,Fiesta (2012-),USA,5Dr Hatchback 1.0EcoBoost SS 100 EU5 Zetec,5,1.0,14545,8875.00,7250.00,5900.00,5025.00,0.6102,0.4985,0.4056,,0.3455
Renault,Clio (2012-),France,5Dr Hatchback 1.5dCi ECO FAP SS 90 EU5 Expression +,5,1.5,14545,8900.00,7325.00,6000.00,5150.00,0.6119,0.5036,0.4125,,0.3541
Skoda,Fabia (2010-),Czech,5Dr Estate 1.2 TSi 86 EU5 Monte Carlo,5,1.2,14545,9450.00,7775.00,6375.00,5425.00,0.6497,0.5345,0.4383,,0.373
Seat,Ibiza (2012-),Spanish,5Dr Sport Tourer 1.2 TDI CR DPF 75 EU5 S AC,5,1.2,14555,9225.00,7550.00,6225.00,5300.00,0.6338,0.5187,0.4277,,0.3641
Vauxhall,Corsa (2011-),Britain,5Dr Hatchback 1.2 16V 85 EU5 Energy AC EasyT Auto5,5,1.2,14560,7600.00,6275.00,5150.00,4400.00,0.522,0.431,0.3537,,0.3022
Fiat,500 CC (2009-),Italy/USA,2Dr Convertible 1.2 8V SS 69 EU5 Lounge,2,1.2,14560,9500.00,7825.00,6425.00,5475.00,0.6525,0.5374,0.4413,,0.376
Vauxhall,Corsa (2011-),Britain,3Dr Hatchback 1.4 16V 100 EU5 SXi AC 5Spd WR,3,1.4,14565,7850.00,6450.00,5300.00,4525.00,0.539,0.4428,0.3639,,0.3107
Peugeot,Partner Tepee (2012-),France,5Dr MPV 1.6 HDi FAP 75 EU5 S,5,1.6,14565,8700.00,7150.00,5850.00,5025.00,0.5973,0.4909,0.4016,,0.345
Chevrolet,Cruze (2009-),USA,5Dr Hatchback 1.6 124 EU5 LS,5,1.6,14570,7275.00,5975.00,4900.00,4200.00,0.4993,0.4101,0.3363,,0.2883
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.4 16V 100 EU5 Glam Extreme,3,1.4,14590,8575.00,7050.00,5775.00,4950.00,0.5877,0.4832,0.3958,,0.3393
Skoda,Rapid (2012-),Czech,5Dr Spaceback 1.2 TSi GreenTech SS 86 EU5 S,5,1.2,14590,8875.00,7300.00,5975.00,5125.00,0.6083,0.5003,0.4095,,0.3513
Peugeot,Bipper Tepee (2009-),France,5Dr MPV 1.3 HDi FAP SS 75 EU5 Style EGC Auto5,5,1.3,14595,9050.00,7425.00,6100.00,5225.00,0.6201,0.5087,0.418,,0.358
Peugeot,208 (2012-),France,5Dr Hatchback 1.4 HDi FAP 70 EU5 Active,5,1.4,14595,9525.00,7825.00,6425.00,5475.00,0.6526,0.5361,0.4402,,0.3751
Vauxhall,Corsa (2011-),Britain,5Dr Hatchback 1.2 16V 85 EU5 SXi AC,5,1.2,14625,7775.00,6375.00,5250.00,4500.00,0.5316,0.4359,0.359,,0.3077
Peugeot,208 (2012-),France,3Dr Hatchback 1.6 e-HDi FAP SS 92 EU5 Active,3,1.6,14645,9650.00,7950.00,6525.00,5575.00,0.6589,0.5428,0.4455,,0.3807
Volkswagen,Polo (2014-),Germany,3Dr Hatchback 1.4 TDI CR BlueMotion Tech DPF SS 75 EU6 SE,3,1.4,14645,10925.00,8975.00,7350.00,6300.00,0.746,0.6128,0.5019,,0.4302
Vauxhall,Corsa (2011-),Britain,3Dr Hatchback 1.2 16V 85 EU5 Limited Edition,3,1.2,14650,8200.00,6725.00,5500.00,4725.00,0.5597,0.459,0.3754,,0.3225
Vauxhall,Corsa (2011-),Britain,5Dr Hatchback 1.4 16V EU5 100 SXi 5Spd WR,5,1.4,14655,7975.00,6550.00,5375.00,4600.00,0.5442,0.4469,0.3668,,0.3139
Vauxhall,Corsa (2011-),Britain,5Dr Hatchback 1.3 CDTi ecoFLEX DPF 75 S AC,5,1.3,14680,8750.00,7200.00,5900.00,5050.00,0.596,0.4905,0.4019,,0.344
Volkswagen,Polo (2014-),Germany,3Dr Hatchback 1.2 TSI BlueMotion Tech SS 90 EU6 SE Design,3,1.2,14680,10125.00,8325.00,6850.00,5850.00,0.6897,0.5671,0.4666,,0.3985
Skoda,Roomster (2009-),Czech,5Dr MPV 1.2 TSi 86 EU5 Scout,5,1.2,14685,7350.00,6075.00,4950.00,4250.00,0.5005,0.4137,0.3371,,0.2894
Mini,Mini (2007-),Britain,3Dr Hatchback 1.6 98 EU6 One Auto6,3,1.6,14685,10575.00,8700.00,7150.00,6100.00,0.7201,0.5924,0.4869,,0.4154
Volkswagen,Polo (2014-),Germany,5Dr Hatchback 1.0 BlueMotion Tech SS 75 EU6 SE Design,5,1.0,14690,8875.00,7275.00,5975.00,5100.00,0.6042,0.4952,0.4067,,0.3472
Ford,Fiesta (2012-),USA,3Dr Hatchback 1.6 105 EU5 Zetec PowerShift Auto6,3,1.6,14695,8650.00,7100.00,5775.00,4900.00,0.5886,0.4832,0.393,,0.3334
Peugeot,208 (2012-),France,3Dr Hatchback 1.4 e-HDi FAP SS 70 EU5 Active EGC Auto5,3,1.4,14695,9650.00,7950.00,6525.00,5575.00,0.6567,0.541,0.444,,0.3794
Kia,Rio (2011-),South Korea,3Dr Hatchback 1.4 CRDi EcoDynamics DPF SS 89 EU5 3 6Spd,3,1.4,14695,9775.00,7975.00,6500.00,5500.00,0.6652,0.5427,0.4423,,0.3743
Toyota,Yaris (2011-),Japan,5Dr Hatchback 1.0 VVTi 69 EU5 Icon Plus SNav Leather,5,1.0,14695,10000.00,8225.00,6750.00,5775.00,0.6805,0.5597,0.4593,,0.393
Seat,Ibiza (2012-),Spanish,3Dr Sport Coupe 1.4 16V 85 EU5 30 Years,3,1.4,14700,9300.00,7650.00,6275.00,5350.00,0.6327,0.5204,0.4269,,0.3639
Fiat,500 CC (2009-),Italy/USA,2Dr Convertible 1.2 8V SS 69 EU5 S,2,1.2,14710,9625.00,7900.00,6475.00,5550.00,0.6543,0.537,0.4402,,0.3773
Fiat,500 CC (2009-),Italy/USA,2Dr Convertible 0.9 TwinAir SS 85 EU5 Colour Therapy,2,0.9,14710,10550.00,8700.00,7125.00,6100.00,0.7172,0.5914,0.4844,,0.4147
Toyota,iQ (2009-),Japan,3Dr Hatchback 1.33 Dual VVTi 98 3 Leather CVT Auto,3,1.3,14715,9000.00,7400.00,6100.00,5200.00,0.6116,0.5029,0.4145,,0.3534
Skoda,Fabia (2010-),Czech,5Dr Hatchback 1.2 TSi 105 EU5 Monte Carlo,5,1.2,14730,9150.00,7525.00,6200.00,5275.00,0.6212,0.5109,0.4209,,0.3581
Citroen,Berlingo Multispace (2008-),France,5Dr MPV 1.6HDi 90 VTR,5,1.6,14730,9575.00,7875.00,6475.00,5550.00,0.65,0.5346,0.4396,,0.3768
Seat,Ibiza (2012-),Spanish,5Dr Hatchback 1.2 TSi 105 EU5 SE DSG Auto7,5,1.2,14735,8700.00,7150.00,5850.00,5025.00,0.5904,0.4852,0.397,,0.341
Audi,A1 (2010-),Germany,5Dr Sportback 1.2 TFSI SS 86 EU5 SE,5,1.2,14735,11850.00,9750.00,8000.00,6850.00,0.8042,0.6617,0.5429,,0.4649
Seat,Ibiza (2012-),Spanish,5Dr Hatchback 1.2 TSi 105 EU5 FR,5,1.2,14740,8700.00,7150.00,5850.00,5025.00,0.5902,0.4851,0.3969,,0.3409
Toyota,iQ (2009-),Japan,3Dr Hatchback 1.33 Dual VVTi 98 3 SNav CVT Auto,3,1.3,14745,9000.00,7400.00,6100.00,5200.00,0.6104,0.5019,0.4137,,0.3527
Peugeot,208 (2012-),France,3Dr Hatchback 1.4 HDi FAP 70 EU5 Style,3,1.4,14745,9525.00,7825.00,6425.00,5475.00,0.646,0.5307,0.4357,,0.3713
Fiat,Punto (2012-),Italy/USA,5Dr Hatchback 1.3 Multijet DPF SS 85 EU5 GBT,5,1.3,14750,8200.00,6750.00,5550.00,4725.00,0.5559,0.4576,0.3763,,0.3203
Nissan,Note (2013-),Japan,5Dr MPV 1.5 dCI DPF 90 EU5 Visia AC,5,1.5,14750,9225.00,7550.00,6225.00,5300.00,0.6254,0.5119,0.422,,0.3593
Vauxhall,Corsa (2011-),Britain,3Dr Hatchback 1.3 CDTi ecoFLEX DPF 75 Energy AC,3,1.3,14770,7975.00,6550.00,5375.00,4600.00,0.5399,0.4435,0.3639,,0.3114
Fiat,Qubo (2009-),Italy/USA,5Dr Estate 1.3 16V Multijet DPF SS 95 EU5 My Life,5,1.3,14775,8775.00,7200.00,5900.00,5050.00,0.5939,0.4873,0.3993,,0.3418
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.4 16V ecoFLEX SS 100 EU5 Slam Technical,3,1.4,14790,8850.00,7275.00,5975.00,5100.00,0.5984,0.4919,0.404,,0.3448
Chevrolet,Cruze (2009-),USA,5Dr Hatchback 1.6 117 EU5 LS,5,1.6,14795,7275.00,5975.00,4900.00,4200.00,0.4917,0.4039,0.3312,,0.2839
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.4 16V 100 EU5 Glam Style Technical,3,1.4,14795,8500.00,7000.00,5750.00,4925.00,0.5745,0.4731,0.3886,,0.3329
Nissan,Note (2013-),Japan,5Dr MPV 1.2 12V SS 80 EU5 Acenta Premium Safety Pack,5,1.2,14795,8625.00,7075.00,5825.00,4975.00,0.583,0.4782,0.3937,,0.3363
Peugeot,208 (2012-),France,3Dr Hatchback 1.2 e-VTi SS 82 EU5 Allure EGC Auto5,3,1.2,14795,8825.00,7275.00,5950.00,5100.00,0.5965,0.4917,0.4022,,0.3447
Ford,Fiesta (2012-),USA,3Dr Hatchback 1.6TDCi ECOnetic DPF SS 95 EU5 Style,3,1.6,14795,8925.00,7300.00,5950.00,5050.00,0.6032,0.4934,0.4022,,0.3413
Kia,Venga (2010-),South Korea,5Dr Hatchback 1.4 CRDi DPF 89 EU5 2 6Spd,5,1.4,14795,9450.00,7775.00,6375.00,5450.00,0.6387,0.5255,0.4309,,0.3684
Ford,B-Max (2012-),USA,5Dr MPV 1.4 90 EU5 Zetec,5,1.4,14795,9500.00,7800.00,6400.00,5475.00,0.6421,0.5272,0.4326,,0.3701
Kia,Soul (2014-),South Korea,5Dr Hatchback 1.6 GDI 130 EU5 Connect 6Spd,5,1.6,14795,10175.00,8375.00,6875.00,5875.00,0.6877,0.5661,0.4647,,0.3971
Peugeot,2008 (2013-),France,5Dr SUV 1.2 e-VTi SS 82 EU5 Active EGC Auto5,5,1.2,14795,10425.00,8525.00,6950.00,5900.00,0.7046,0.5762,0.4698,,0.3988
Skoda,Roomster (2009-),Czech,5Dr MPV 1.2 TSi 105 EU5 SE,5,1.2,14800,7300.00,5975.00,4900.00,4200.00,0.4932,0.4037,0.3311,,0.2838
Vauxhall,Astra (2012-),Britain,5Dr Hatchback 1.4 16V 87 EU5 Design,5,1.4,14805,8725.00,7175.00,5875.00,5050.00,0.5893,0.4846,0.3968,,0.3411
Skoda,Fabia (2010-),Czech,5Dr Estate 1.6 TDi CR DPF 90 EU5 SE,5,1.6,14805,9700.00,7975.00,6550.00,5600.00,0.6552,0.5387,0.4424,,0.3783
Fiat,500 (2008-),Italy/USA,3Dr Hatchback 0.9 TwinAir SS 85 EU5 GQ,3,0.9,14810,9050.00,7425.00,6100.00,5200.00,0.6111,0.5014,0.4119,,0.3511
Mini,Mini (2007-),Britain,3Dr Hatchback 1.6 98 EU6 One Pepper Pack 6Spd,3,1.6,14810,11000.00,9050.00,7400.00,6350.00,0.7427,0.6111,0.4997,,0.4288
Hyundai,ix20 (2010-),South Korea,5Dr MPV 1.6 123 EU5 Active Auto4,5,1.6,14815,8850.00,7275.00,5975.00,5125.00,0.5974,0.4911,0.4033,,0.3459
Skoda,Fabia (2010-),Czech,5Dr Estate 1.2 TSi 105 EU5 SE DSG Auto7,5,1.2,14820,9325.00,7675.00,6275.00,5350.00,0.6292,0.5179,0.4234,,0.361
Mini,Clubman (2007-),Britain,5Dr Estate 1.6 98 EU6 One 6Spd,5,1.6,14820,9875.00,8100.00,6650.00,5700.00,0.6663,0.5466,0.4487,,0.3846
Fiat,Panda (2012-),Italy/USA,5Dr Hatchback 0.9 TwinAir SS 85 EU6 4x4 Antarctica 6Spd,5,0.9,14845,7250.00,5950.00,4875.00,4175.00,0.4884,0.4008,0.3284,,0.2812
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.4 16V ecoFLEX SS 100 EU5 Glam Extreme,3,1.4,14885,8575.00,7050.00,5775.00,4950.00,0.5761,0.4736,0.388,,0.3325
Vauxhall,Corsa (2011-),Britain,5Dr Hatchback 1.2 16V ecoFLEX SS 85 EU5 SXi AC,5,1.2,14890,7700.00,6325.00,5200.00,4425.00,0.5171,0.4248,0.3492,,0.2972
Skoda,Fabia (2010-),Czech,5Dr Estate 1.2 TDi CR DPF 75 EU5 GreenLine II,5,1.2,14890,9500.00,7825.00,6425.00,5475.00,0.638,0.5255,0.4315,,0.3677
Mini,Mini (2014-),Britain,3Dr Hatchback 1.5D DPF SS 95 EU6 One 6Spd,3,1.5,14890,11875.00,9750.00,8000.00,6850.00,0.7975,0.6548,0.5373,,0.46
Peugeot,308 (2013-),France,5Dr Hatchback 1.2 VTi PureTech 82 EU5 Access,5,1.2,14895,9100.00,7500.00,6175.00,5250.00,0.6109,0.5035,0.4146,,0.3525
Honda,Jazz (2011-),Japan,5Dr Hatchback 1.4 i-VTEC EU5 99 ES+,5,1.4,14895,9150.00,7550.00,6200.00,5275.00,0.6143,0.5069,0.4162,,0.3541
Alfa Romeo,Mito (2011-),Italy,3Dr Hatchback 1.3 JTDM DPF SS 85 EU5 Sprint,3,1.3,14895,9700.00,7950.00,6525.00,5600.00,0.6512,0.5337,0.4381,,0.376
Nissan,Juke (2010-),Japan,5Dr SUV 1.5 dCi 8v DPF SS 110 EU5 Visia 6Spd,5,1.5,14895,11175.00,9175.00,7525.00,6450.00,0.7503,0.616,0.5052,,0.433
Mini,Mini (2007-),Britain,3Dr Hatchback 1.6 SS 122 EU6 Cooper 6Spd,3,1.6,14900,11200.00,9200.00,7575.00,6450.00,0.7517,0.6174,0.5084,,0.4329
Hyundai,i30 (2012-),South Korea,5Dr Hatchback 1.4 100 EU5 Classic 6Spd,5,1.4,14905,8775.00,7225.00,5900.00,5075.00,0.5887,0.4847,0.3958,,0.3405
Hyundai,i30 (2012-),South Korea,3Dr Hatchback 1.4 100 EU5 Classic 6Spd,3,1.4,14910,8250.00,6775.00,5575.00,4750.00,0.5533,0.4544,0.3739,,0.3186
