Manufacturer,Model,Nationality,Derivative,Doors,Engine Size,OTR,12 month 12k miles Part-Ex,24 month 24k miles Part-Ex,36 month 36k miles Part-Ex,48 month 48k miles  Part-Ex,12month 12k miles % of OTR,24 month 24k miles % of OTR,36 month 36k miles % of OTR,3YR % Depreciation,48 month 48k miles % of OTR
BMW,3 Series (2011-),Germany,320d 4Dr Saloon 2.0 DPF SS 184 EU5 Sport Business Media 6Spd,4,2.0,30665,_19500.00,_16050.00,_13150.00,_11225.00,0.6359,0.5234,0.4288,,0.3661
Lexus,CT (2014-),Japan,5Dr Hatchback 1.8 h SS 136 EU6 Premier SunRoof ACC PCS CVT Auto,5,1.8,31290,_19900.00,_16350.00,_13425.00,_11475.00,0.636,0.5225,0.4291,,0.3667
Mercedes Benz,GLA Class (2014-),Germany,GLA250 5Dr SUV 2.0 SS 211 EU6 SE 7G-T Auto 4MATIC,5,2.0,29915,_19025.00,_15650.00,_12850.00,_10975.00,0.636,0.5231,0.4296,,0.3669
BMW,3 Series Gran Turismo (2013-),Germany,328i 5Dr Gran Turismo 2.0 SS 245 EU6 M Sport Auto8,5,2.0,36200,_23025.00,_18925.00,_15550.00,_13275.00,0.636,0.5228,0.4296,,0.3667
Subaru,XV (2012-),Japan,5Dr SUV 2.0D DPF 147 EU5 S Lux Leather 6Spd,5,2.0,22995,_14625.00,_12025.00,_9875.00,_8425.00,0.636,0.5229,0.4294,,0.3664
BMW,3 Series (2011-),Germany,320d 4Dr Saloon 2.0 DPF SS 184 EU5 M Sport Business Media 6Spd,4,2.0,32665,_20775.00,_17075.00,_14025.00,_11975.00,0.636,0.5227,0.4294,,0.3666
Volvo,S60 (2013-),Swedish,4Dr Saloon 2.0 D4 Drive-E DPF SS 181 EU6 R DESIGN Nav 6Spd,4,2.0,30895,_19650.00,_16100.00,_13100.00,_11100.00,0.636,0.5211,0.424,,0.3593
Mini,Mini (2007-),Britain,3Dr Hatchback 1.6 98 EU6 One Baker Street Media Pack Auto6,3,1.6,17765,_11300.00,_9275.00,_7625.00,_6525.00,0.6361,0.5221,0.4292,,0.3673
Ford,Mondeo (2010-),USA,5Dr Hatchback 1.6 120 EU5 Graphite,5,1.6,15995,_10175.00,_8325.00,_6775.00,_5750.00,0.6361,0.5205,0.4236,,0.3595
BMW,3 Series Gran Turismo (2013-),Germany,320i 5Dr Gran Turismo 2.0 SS 184 EU6 SE Business Media Auto8,5,2.0,31640,_20125.00,_16525.00,_13575.00,_11600.00,0.6361,0.5223,0.429,,0.3666
Toyota,iQ (2009-),Japan,3Dr Hatchback 1.33 Dual VVTi 98 EU5 3 Leather,3,1.3,13715,_8725.00,_7175.00,_5875.00,_5025.00,0.6362,0.5231,0.4284,,0.3664
Volkswagen,Eos (2010-),Germany,2Dr Coupe-Cabriolet 1.4 TSI EU5 160 Sport 6Spd,2,1.4,27115,_17250.00,_14175.00,_11625.00,_9950.00,0.6362,0.5228,0.4287,,0.367
Skoda,Rapid (2012-),Czech,5Dr Spaceback 1.6 TDi CR DPF 90 EU5 Elegance DSG Auto7,5,1.6,18900,_12025.00,_9875.00,_8100.00,_6925.00,0.6362,0.5225,0.4286,,0.3664
Skoda,Yeti Outdoor (2013-),Czech,5Dr SUV 2.0 TDi CR DPF 170 EU5 Elegance 6Spd 4WD,5,2.0,24640,_15675.00,_13025.00,_10825.00,_9375.00,0.6362,0.5286,0.4393,,0.3805
Ford,Grand C-MAX (2012-),USA,5Dr MPV 2.0 TDCi DPF 163 EU5 Titanium X PowerShift Auto6,5,2.0,26995,_17175.00,_14125.00,_11575.00,_9900.00,0.6362,0.5232,0.4288,,0.3667
BMW,4 Series (2013-),Germany,435i 2Dr Coupe 3.0 SS 306 EU6 M Sport 6Spd,2,3.0,41655,_26500.00,_21800.00,_17900.00,_15300.00,0.6362,0.5233,0.4297,,0.3673
Kia,Ceed (2012-),South Korea,5Dr Sportswagon 1.4 CRDi EcoDynamics DPF SS 89 EU5 1 6Spd,5,1.4,16895,_10750.00,_8850.00,_7275.00,_6200.00,0.6363,0.5238,0.4306,,0.367
Honda,Civic (2011-),Japan,5Dr Hatchback 1.6 i-DTEC DPF SS 120 EU5 EX 6Spd,5,1.6,24005,_15275.00,_12575.00,_10325.00,_8825.00,0.6363,0.5238,0.4301,,0.3676
Volkswagen,Sharan (2010-),Germany,5Dr MPV 2.0 TDI BlueMotion Tech DPF SS 140 SEL DSG Auto6,5,2.0,32765,_20850.00,_17150.00,_14075.00,_12025.00,0.6363,0.5234,0.4296,,0.367
Skoda,Octavia (2013-),Czech,5Dr Estate 2.0 TDi CR DPF SS 150 EU5 SE 6Spd 4WD,5,2.0,22865,_14550.00,_11900.00,_9700.00,_8225.00,0.6363,0.5204,0.4242,,0.3597
Mazda,6 (2012-),Italy,4Dr Saloon 2.2d SKYACTIV DPF SS 175 EU6 Sport Auto6,4,2.2,26795,_17050.00,_14025.00,_11525.00,_9850.00,0.6363,0.5234,0.4301,,0.3676
Toyota,Avensis (2011-),Japan,5Dr Tourer 2.2 D-4D DPF 150 EU5 Excel 6Spd,5,2.2,27150,_17275.00,_14200.00,_11650.00,_9975.00,0.6363,0.523,0.4291,,0.3674
Peugeot,208 (2012-),France,3Dr Hatchback 1.2 e-VTi SS 82 EU5 Active EGC Auto5,3,1.2,13395,_8525.00,_7000.00,_5750.00,_4900.00,0.6364,0.5226,0.4293,,0.3658
Audi,A3 (2012-),Germany,3Dr Hatchback 1.4 TFSI CoD SS 150 EU6 S line 6Spd,3,1.4,23805,_15150.00,_12450.00,_10225.00,_8725.00,0.6364,0.523,0.4295,,0.3665
Toyota,Yaris (2011-),Japan,5Dr Hatchback 1.4 D-4D DPF 90 EU5 Icon Plus Appearance Pack 6Spd,5,1.4,16420,_10450.00,_8575.00,_7050.00,_6025.00,0.6364,0.5222,0.4294,,0.3669
Ford,B-Max (2012-),USA,5Dr MPV 1.6 TDCi DPF 95 EU5 Zetec,5,1.6,16695,_10625.00,_8750.00,_7175.00,_6150.00,0.6364,0.5241,0.4298,,0.3684
Volvo,S60 (2013-),Swedish,4Dr Saloon 2.0 D4 Drive-E DPF SS 181 EU6 R DESIGN GTron Auto8,4,2.0,31190,_19850.00,_16250.00,_13225.00,_11225.00,0.6364,0.521,0.424,,0.3599
BMW,4 Series (2013-),Germany,435i 2Dr Coupe 3.0 SS 306 EU6 M Sport Auto8,2,3.0,43015,_27375.00,_22525.00,_18475.00,_15775.00,0.6364,0.5237,0.4295,,0.3667
Mini,Clubman (2007-),Britain,5Dr Estate 1.6 184 EU5 Cooper S Bond Street Media Pack Auto6,5,1.6,25650,_16325.00,_13425.00,_11025.00,_9400.00,0.6365,0.5234,0.4298,,0.3665
Ford,Focus (2011-),USA,5Dr Hatchback 1.6 TDCi DPF SS 115 EU5 Zetec 6Spd,5,1.6,18695,_11900.00,_9800.00,_8025.00,_6850.00,0.6365,0.5242,0.4293,,0.3664
Volvo,V70 (2013-),Swedish,5Dr Estate 2.0 D3 DPF SS 136 EU5 Business Edition GTron Auto6,5,2.0,27180,_17300.00,_14225.00,_11675.00,_9975.00,0.6365,0.5234,0.4295,,0.367
BMW,5 Series (2013-),Germany,520i 4Dr Saloon 2.0 SS 184 EU6 SE Professional Media 6Spd,4,2.0,34290,_21825.00,_17950.00,_14725.00,_12575.00,0.6365,0.5235,0.4294,,0.3667
Mazda,6 (2012-),Italy,4Dr Saloon 2.2d SKYACTIV DPF SS 175 EU6 Sport SNav Auto6,4,2.2,27495,_17500.00,_14375.00,_11800.00,_10100.00,0.6365,0.5228,0.4292,,0.3673
Ford,EcoSport (2013-),USA,5Dr SUV 1.5 112 EU5 Titanium PwrShift Auto6,5,1.5,16495,_10500.00,_8575.00,_7000.00,_5925.00,0.6366,0.5199,0.4244,,0.3592
Skoda,Rapid (2012-),Czech,5Dr Hatchback 1.6 TDi CR DPF 90 EU5 Elegance,5,1.6,17555,_11175.00,_9225.00,_7550.00,_6450.00,0.6366,0.5255,0.4301,,0.3674
BMW,3 Series (2011-),Germany,316d 5Dr Touring 2.0 DPF SS 116 EU5 ES Business Media 6Spd,5,2.0,27765,_17675.00,_14525.00,_11925.00,_10200.00,0.6366,0.5231,0.4295,,0.3674
Audi,A4 (2011-),Germany,5Dr Avant 2.0 TDI DPF SS 177 EU5 S line MTron Auto8,5,2.0,33655,_21425.00,_17600.00,_14450.00,_12350.00,0.6366,0.523,0.4294,,0.367
Nissan,Note (2013-),Japan,5Dr MPV 1.5 dCI DPF SS 90 EU5 Acenta Style Pack,5,1.5,16295,_10375.00,_8500.00,_6975.00,_5975.00,0.6367,0.5216,0.428,,0.3667
Citroen,Berlingo Multispace (2008-),France,5Dr MPV 1.6HDi DPF 90 Plus,5,1.6,15430,_9825.00,_8075.00,_6650.00,_5675.00,0.6367,0.5233,0.431,,0.3678
Mini,Countryman (2010-),Britain,5Dr Hatchback All4 John Cooper Works 1.6 SS 218 EU5 Media 6Spd,5,1.6,30235,_19250.00,_15800.00,_12975.00,_11075.00,0.6367,0.5226,0.4291,,0.3663
Toyota,Avensis (2011-),Japan,4Dr Saloon 1.8 V-matic 147 EU5 Icon 6Spd,4,1.8,20300,_12925.00,_10625.00,_8725.00,_7450.00,0.6367,0.5234,0.4298,,0.367
Volvo,S60 (2013-),Swedish,4Dr Saloon 2.0 D3 DPF SS 136 EU5 R DESIGN Nav 6Spd,4,2.0,29645,_18875.00,_15425.00,_12575.00,_10650.00,0.6367,0.5203,0.4242,,0.3593
Lexus,IS (2013-),Japan,300 4Dr Saloon 2.5 h SS 220 EU5 F-Sport CVT Auto,4,2.5,33495,_21325.00,_17525.00,_14400.00,_12300.00,0.6367,0.5232,0.4299,,0.3672
Ford,Focus (2011-),USA,5Dr Estate 1.6 TDCi DPF SS 95 EU5 Edge 6Spd,5,1.6,18295,_11650.00,_9575.00,_7875.00,_6725.00,0.6368,0.5234,0.4304,,0.3676
Seat,Leon (2012-),Spanish,5Dr Sport Tourer 1.8 TSi SS 180 EU6 FR Technology DSG Auto7,5,1.8,24460,_15575.00,_12800.00,_10500.00,_8975.00,0.6368,0.5233,0.4293,,0.3669
Volkswagen,Passat (2010-),Germany,4Dr Saloon 2.0 TDI BlueMotion Tech DPF SS 140 EU5 Executive Style 6Spd,4,2.0,24655,_15700.00,_12925.00,_10600.00,_9050.00,0.6368,0.5242,0.4299,,0.3671
Mercedes Benz,C Class (2011-),Germany,C250 5Dr Estate 2.1 CDi DPF SS 204 EU5 AMG Sport Edition 7G-T+ Auto,5,2.1,34035,_21675.00,_17825.00,_14650.00,_12500.00,0.6368,0.5237,0.4304,,0.3673
Mercedes Benz,C Class (2014-),Germany,C250 4Dr Saloon 2.1 CDi BlueTEC DPFR SS 204 EU6 SE Executive 7G-T+ Auto,4,2.1,33015,_21025.00,_17300.00,_14200.00,_12125.00,0.6368,0.524,0.4301,,0.3673
Suzuki,S-Cross (2013-),Japan,5Dr SUV 1.6 120 EU6 SZ5 ALLGRIP,5,1.6,21549,_13725.00,_11225.00,_9150.00,_7775.00,0.6369,0.5209,0.4246,,0.3608
Mazda,6 (2012-),Italy,4Dr Saloon 2.0 SKYACTIV SS 145 EU5 SE SNav 6Spd,4,2.0,20295,_12925.00,_10600.00,_8725.00,_7450.00,0.6369,0.5223,0.4299,,0.3671
Mercedes Benz,S Class (2013-),Germany,S350L 4Dr Saloon 3.0 CDi BlueTEC DPFR SS 258 EU6 AMG Line Executive 7G-T+ Auto LWB,4,3.0,74935,_47725.00,_39225.00,_32225.00,_27525.00,0.6369,0.5235,0.43,,0.3673
Nissan,Qashqai (2010-),Japan,5Dr Hatchback 2WD 1.5 dCi DPF 110 EU5 Tekna AVM 6Spd,5,1.5,23390,_14900.00,_12250.00,_10050.00,_8600.00,0.637,0.5237,0.4297,,0.3677
Mini,Clubman (2007-),Britain,5Dr Estate 2.0 SD DPF 143 EU5 Cooper S Media Pack Auto6,5,2.0,22840,_14550.00,_11975.00,_9825.00,_8400.00,0.637,0.5243,0.4302,,0.3678
BMW,5 Series (2013-),Germany,525d 4Dr Saloon 2.0 DPF SS 218 EU6 SE Professional Media 6Spd,4,2.0,38145,_24300.00,_20000.00,_16400.00,_14025.00,0.637,0.5243,0.4299,,0.3677
BMW,3 Series (2011-),Germany,325d 5Dr Touring 2.0 DPF SS 218 EU5 M Sport Professional Media 6Spd,5,2.0,36890,_23500.00,_19325.00,_15850.00,_13550.00,0.637,0.5239,0.4297,,0.3673
Mercedes Benz,E Class (2013-),Germany,E220 4Dr Saloon 2.1 CDi DPF SS 170 EU5 AMG Sport 7G-T+ Auto,4,2.1,36890,_23500.00,_19325.00,_15850.00,_13550.00,0.637,0.5239,0.4297,,0.3673
Volkswagen,Eos (2010-),Germany,2Dr Coupe-Cabriolet 2.0 TSI 210 Sport 6Spd,2,2.0,29115,_18550.00,_15250.00,_12525.00,_10700.00,0.6371,0.5238,0.4302,,0.3675
BMW,4 Series (2013-),Germany,435i 2Dr Coupe 3.0 SS 306 EU6 M Sport Professional Media Auto8,2,3.0,44025,_28050.00,_23050.00,_18925.00,_16175.00,0.6371,0.5236,0.4299,,0.3674
BMW,4 Series (2013-),Germany,435i 2Dr Coupe 3.0 SS 306 EU6 M Sport Professional Media 6Spd,2,3.0,42655,_27175.00,_22325.00,_18325.00,_15650.00,0.6371,0.5234,0.4296,,0.3669
Hyundai,ix20 (2010-),South Korea,5Dr MPV 1.4 89 EU5 Classic,5,1.4,12320,_7850.00,_6450.00,_5300.00,_4550.00,0.6372,0.5235,0.4302,,0.3693
Mini,Clubman (2007-),Britain,5Dr Estate 1.6 184 EU5 Cooper S Chili and Media Pack Step Auto6,5,1.6,23775,_15150.00,_12450.00,_10225.00,_8725.00,0.6372,0.5237,0.4301,,0.367
Citroen,C3 (2013-),France,5Dr Hatchback 1.6 VTi 120 EU5 Exclusive Auto4,5,1.6,16165,_10300.00,_8450.00,_6950.00,_5925.00,0.6372,0.5227,0.4299,,0.3665
Volvo,S60 (2013-),Swedish,4Dr Saloon 1.6 D2 DPF SS 115 EU5 R DESIGN Nav 6Spd,4,1.6,28995,_18475.00,_15100.00,_12300.00,_10450.00,0.6372,0.5208,0.4242,,0.3604
BMW,3 Series (2011-),Germany,325d 4Dr Saloon 2.0 DPF SS 218 EU5 M Sport Business Media Auto8,4,2.0,36015,_22950.00,_18875.00,_15500.00,_13225.00,0.6372,0.5241,0.4304,,0.3672
BMW,3 Series (2011-),Germany,325d 4Dr Saloon 2.0 DPF SS 218 EU5 M Sport Professional Media 6Spd,4,2.0,35465,_22600.00,_18600.00,_15250.00,_13025.00,0.6372,0.5245,0.43,,0.3673
Infiniti,QX70 (2013-),Japan,5Dr SUV 3.0 D V6 DPF 238 EU5 GT Premium Auto7,5,3.0,46805,_29825.00,_24525.00,_20125.00,_17175.00,0.6372,0.524,0.43,,0.3669
BMW,4 Series (2013-),Germany,420i xDrive 2Dr Coupe 2.0 SS 184 EU6 SE Business Media Auto8,2,2.0,33460,_21325.00,_17525.00,_14400.00,_12300.00,0.6373,0.5238,0.4304,,0.3676
Toyota,Yaris (2011-),Japan,5Dr Hatchback 1.5 VVT-h 101 EU5 Trend Leather CVT Auto,5,1.5,18395,_11725.00,_9625.00,_7925.00,_6775.00,0.6374,0.5232,0.4308,,0.3683
Toyota,Prius (2012-),Japan,5Dr Hatchback 1.8 VVT-h SS 136 EU5 T Spirit Tech Leather CVT Auto,5,1.8,28395,_18100.00,_14900.00,_12225.00,_10450.00,0.6374,0.5247,0.4305,,0.368
Mercedes Benz,GLA Class (2014-),Germany,GLA250 5Dr SUV 2.0 SS 211 EU6 SE Premium 7G-T Auto 4MATIC,5,2.0,31260,_19925.00,_16375.00,_13450.00,_11500.00,0.6374,0.5238,0.4303,,0.3679
Skoda,Citigo (2012-),Czech,3Dr Hatchback 1.0 GreenTech SS 60 EU5 Elegance,3,1.0,10000,_6375.00,_5225.00,_4300.00,_3675.00,0.6375,0.5225,0.43,,0.3675
Skoda,Fabia (2010-),Czech,5Dr Estate 1.2 TSi 86 EU5 Scout,5,1.2,14470,_9225.00,_7550.00,_6225.00,_5300.00,0.6375,0.5218,0.4302,,0.3663
Audi,A4 (2011-),Germany,4Dr Saloon 2.0 TDI DPF SS 150 EU5 S line MTron Auto8,4,2.0,31410,_20025.00,_16450.00,_13525.00,_11550.00,0.6375,0.5237,0.4306,,0.3677
BMW,3 Series (2011-),Germany,318d 5Dr Touring 2.0 DPF SS 143 EU5 M Sport Business Media 6Spd,5,2.0,32865,_20950.00,_17250.00,_14150.00,_12100.00,0.6375,0.5249,0.4305,,0.3682
BMW,3 Series (2011-),Germany,318d 5Dr Touring 2.0 DPF SS 143 EU5 Sport Business Media 6Spd,5,2.0,30865,_19675.00,_16175.00,_13275.00,_11350.00,0.6375,0.5241,0.4301,,0.3677
BMW,3 Series (2011-),Germany,316d 5Dr Touring 2.0 DPF SS 116 EU5 SE 6Spd,5,2.0,27725,_17675.00,_14525.00,_11925.00,_10200.00,0.6375,0.5239,0.4301,,0.3679
BMW,3 Series (2011-),Germany,316d 4Dr Saloon 2.0 DPF SS 116 EU5 Sport Business Media 6Spd,4,2.0,28315,_18050.00,_14850.00,_12175.00,_10400.00,0.6375,0.5245,0.43,,0.3673
Mercedes Benz,S Class (2013-),Germany,S350 4Dr Saloon 3.0 CDi BlueTEC DPFR SS 258 EU6 AMG Line Executive 7G-T+ Auto,4,3.0,72270,_46075.00,_37875.00,_31100.00,_26575.00,0.6375,0.5241,0.4303,,0.3677
Mini,Clubman (2007-),Britain,5Dr Estate 1.6 184 EU5 Cooper S MINI Sport and Media Pack Step Auto6,5,1.6,24505,_15625.00,_12850.00,_10550.00,_9025.00,0.6376,0.5244,0.4305,,0.3683
Skoda,Octavia (2013-),Czech,5Dr Hatchback 2.0 TDi CR DPF SS 150 EU5 Elegance 6Spd,5,2.0,22310,_14225.00,_11625.00,_9475.00,_8025.00,0.6376,0.5211,0.4247,,0.3597
BMW,5 Series (2013-),Germany,535iAH 4Dr Saloon 3.0 SS 340 EU6 Active Hybrid 5 M Sport Auto8,4,3.0,50620,_32275.00,_26550.00,_21800.00,_18625.00,0.6376,0.5245,0.4307,,0.3679
BMW,4 Series Gran Coupe (2014-),Germany,428i 5Dr Gran Coupe 2.0 SS 245 EU6 SE Professional Media Auto8,5,2.0,36225,_23100.00,_19000.00,_15600.00,_13300.00,0.6377,0.5245,0.4306,,0.3671
Skoda,Roomster (2009-),Czech,5Dr MPV 1.2 TSi 86 EU5 Special Edition,5,1.2,9995,_6375.00,_5250.00,_4300.00,_3675.00,0.6378,0.5253,0.4302,,0.3677
Citroen,DS3 Cabrio (2013-),France,2Dr Convertible 1.6THP 155 EU5 DSport Faubourg 6Spd,2,1.6,19990,_12750.00,_10500.00,_8600.00,_7350.00,0.6378,0.5253,0.4302,,0.3677
Mini,Clubman (2007-),Britain,5Dr Estate 1.6 184 EU5 Cooper S Media Pack Step Auto6,5,1.6,22030,_14050.00,_11550.00,_9475.00,_8075.00,0.6378,0.5243,0.4301,,0.3665
Volvo,S60 (2013-),Swedish,4Dr Saloon 1.6 D2 DPF SS 115 EU5 R DESIGN PwrShift Auto6,4,1.6,29280,_18675.00,_15275.00,_12450.00,_10550.00,0.6378,0.5217,0.4252,,0.3603
Volkswagen,Passat (2010-),Germany,5Dr Estate 2.0 TDI BlueMotion Tech DPF SS 140 EU5 Executive DSG Auto6,5,2.0,26810,_17100.00,_14075.00,_11550.00,_9875.00,0.6378,0.525,0.4308,,0.3683
Volvo,S60 (2013-),Swedish,4Dr Saloon 2.0 D4 Drive-E DPF SS 181 EU6 SE Lux 6Spd,4,2.0,30495,_19450.00,_15900.00,_12975.00,_11000.00,0.6378,0.5214,0.4255,,0.3607
Audi,A3 Sportback (2012-),Germany,5Dr Sportback 1.4 TFSI CoD SS 150 EU6 S line STron Auto7,5,1.4,25905,_16525.00,_13600.00,_11150.00,_9550.00,0.6379,0.525,0.4304,,0.3687
Hyundai,i40 (2011-),South Korea,4Dr Saloon 1.7 CRDi Blue Drive DPF SS 115 EU5 Active 6Spd,4,1.7,18460,_11775.00,_9675.00,_7950.00,_6800.00,0.6379,0.5241,0.4307,,0.3684
BMW,3 Series Gran Turismo (2013-),Germany,320i 5Dr Gran Turismo 2.0 SS 184 EU6 Sport Business Media Auto8,5,2.0,32605,_20800.00,_17100.00,_14050.00,_11975.00,0.6379,0.5245,0.4309,,0.3673
Audi,A4 (2011-),Germany,5Dr Avant 2.0 TDI DPF SS 150 EU5 SE Technik MTron Auto8,5,2.0,31155,_19875.00,_16325.00,_13400.00,_11450.00,0.6379,0.524,0.4301,,0.3675
Citroen,C1 (2012-),France,5Dr Hatchback 1.0i 68 EU5 Edition,5,1.0,10070,_6425.00,_5300.00,_4325.00,_3700.00,0.638,0.5263,0.4295,,0.3674
Skoda,Fabia (2010-),Czech,5Dr Estate 1.2 TDi CR DPF 75 EU5 GreenLine II,5,1.2,14890,_9500.00,_7825.00,_6425.00,_5475.00,0.638,0.5255,0.4315,,0.3677
Ford,C-MAX (2012-),USA,5Dr MPV 1.6 TDCi DPF 115 EU5 Titanium 6Spd,5,1.6,20650,_13175.00,_10850.00,_8900.00,_7575.00,0.638,0.5254,0.431,,0.3668
BMW,3 Series (2011-),Germany,318d 4Dr Saloon 2.0 DPF SS 143 EU5 SE Business Media 6Spd,4,2.0,28565,_18225.00,_14975.00,_12300.00,_10500.00,0.638,0.5242,0.4306,,0.3676
Skoda,Fabia (2010-),Czech,5Dr Estate 1.2 TSi 86 EU5 SE,5,1.2,13400,_8550.00,_7025.00,_5775.00,_4925.00,0.6381,0.5243,0.431,,0.3675
Suzuki,S-Cross (2013-),Japan,5Dr SUV 1.6 120 EU6 SZ5 CVT Auto ALLGRIP,5,1.6,22449,_14325.00,_11725.00,_9550.00,_8100.00,0.6381,0.5223,0.4254,,0.3608
Ford,S-Max (2010-),USA,5Dr MPV 2.0 EcoBoost 203 EU5 Titanium PowerShift Auto6,5,2.0,26525,_16925.00,_13900.00,_11425.00,_9775.00,0.6381,0.524,0.4307,,0.3685
Volkswagen,Up (2011-),Germany,3Dr Hatchback 1.0 BlueMotion Tech SS 75 EU5 High up,3,1.0,11360,_7250.00,_5950.00,_4900.00,_4175.00,0.6382,0.5238,0.4313,,0.3675
Peugeot,208 (2012-),France,3Dr Hatchback 1.6 e-HDi FAP SS 92 EU5 Style,3,1.6,15395,_9825.00,_8075.00,_6650.00,_5675.00,0.6382,0.5245,0.432,,0.3686
Audi,A3 Saloon (2013-),Germany,4Dr Saloon 1.8 TFSI SS 180 EU6 S line 6Spd,4,1.8,26755,_17075.00,_14175.00,_11775.00,_10225.00,0.6382,0.5298,0.4401,,0.3822
BMW,3 Series (2011-),Germany,320d 5Dr Touring 2.0 DPF SS 184 EU5 M Sport Business Media 6Spd,5,2.0,33965,_21675.00,_17825.00,_14650.00,_12500.00,0.6382,0.5248,0.4313,,0.368
Ford,Fiesta (2012-),USA,3Dr Hatchback 1.0EcoBoost SS 125 EU5 Titanium X,3,1.0,16645,_10625.00,_8700.00,_7100.00,_6000.00,0.6383,0.5227,0.4266,,0.3605
Skoda,Fabia (2010-),Czech,5Dr Estate 1.2 TSi 105 EU5 SE,5,1.2,14060,_8975.00,_7375.00,_6075.00,_5175.00,0.6383,0.5245,0.4321,,0.3681
Volkswagen,CC (2012-),Germany,4Dr Saloon 1.4 TSI BlueMotion Tech SS 160 EU5 6Spd,4,1.4,24635,_15725.00,_12850.00,_10500.00,_8900.00,0.6383,0.5216,0.4262,,0.3613
Ford,S-Max (2010-),USA,5Dr MPV 1.6 EcoBoost SS 160 EU5 Zetec 6Spd,5,1.6,23105,_14750.00,_12125.00,_9950.00,_8500.00,0.6384,0.5248,0.4306,,0.3679
BMW,2 Series (2013-),Germany,220i 2Dr Coupe 2.0 SS 184 EU6 Sport 6Spd,2,2.0,26040,_16625.00,_13675.00,_11225.00,_9600.00,0.6384,0.5252,0.4311,,0.3687
Fiat,500 CC (2009-),Italy/USA,2Dr Convertible 1.2 8V SS 69 EU5 Lounge Dualogic Auto5,2,1.2,15310,_9775.00,_8025.00,_6600.00,_5625.00,0.6385,0.5242,0.4311,,0.3674
BMW,3 Series Gran Turismo (2013-),Germany,328i 5Dr Gran Turismo 2.0 SS 245 EU6 M Sport 6Spd,5,2.0,34650,_22125.00,_18200.00,_14950.00,_12775.00,0.6385,0.5253,0.4315,,0.3687
Mercedes Benz,A Class (2012-),Germany,A250 5Dr Hatchback 2.0 SS 211 EU6 AMG Sport Map Pilot 7G-DCT Auto 4MATIC,5,2.0,29485,_18825.00,_15475.00,_12700.00,_10875.00,0.6385,0.5248,0.4307,,0.3688
Seat,Leon (2012-),Spanish,5Dr Sport Tourer 2.0 TDi CR DPF SS 150 EU5 SE Technology 6Spd,5,2.0,22355,_14275.00,_11750.00,_9625.00,_8250.00,0.6386,0.5256,0.4306,,0.369
Volvo,S60 (2013-),Swedish,4Dr Saloon 2.0 D3 DPF SS 136 EU5 SE Lux 6Spd,4,2.0,29245,_18675.00,_15275.00,_12450.00,_10550.00,0.6386,0.5223,0.4257,,0.3607
Kia,Venga (2010-),South Korea,5Dr Hatchback 1.4 CRDi DPF 89 EU5 2 6Spd,5,1.4,14795,_9450.00,_7775.00,_6375.00,_5450.00,0.6387,0.5255,0.4309,,0.3684
Toyota,Land Cruiser (2013-),Japan,3Dr SUV 3.0D-4D DPF 190 EU5 Active 5Seat 6Spd,3,3.0,34995,_22350.00,_18375.00,_15075.00,_12900.00,0.6387,0.5251,0.4308,,0.3686
Hyundai,i10 (2013-),South Korea,5Dr Hatchback 1.2 87 EU5 SE Auto4,5,1.2,10645,_6800.00,_5600.00,_4600.00,_3900.00,0.6388,0.5261,0.4321,,0.3664
Fiat,Doblo (2010-),Italy/USA,5Dr MPV High Roof 1.4 16V SS 95 EU5 My Life Family,5,1.4,16085,_10275.00,_8425.00,_6925.00,_5900.00,0.6388,0.5238,0.4305,,0.3668
Chevrolet,Trax (2013-),USA,5Dr SUV 1.6 SS 115 EU5 LT,5,1.6,17495,_11175.00,_9175.00,_7550.00,_6450.00,0.6388,0.5244,0.4316,,0.3687
BMW,3 Series (2011-),Germany,320d 4Dr Saloon 2.0 DPF SS 184 EU5 SE Business Media 6Spd,4,2.0,29665,_18950.00,_15575.00,_12800.00,_10925.00,0.6388,0.525,0.4315,,0.3683
Ford,Fiesta (2012-),USA,3Dr Hatchback 1.0EcoBoost SS 125 EU5 Zetec S,3,1.0,15495,_9900.00,_8100.00,_6600.00,_5625.00,0.6389,0.5227,0.4259,,0.363
Fiat,500 CC (2009-),Italy/USA,2Dr Convertible 1.3 Multijet DPF SS 95 EU5 Cult,2,1.3,17960,_11475.00,_9450.00,_7750.00,_6625.00,0.6389,0.5262,0.4315,,0.3689
Chevrolet,Aveo (2011-),USA,5Dr Hatchback 1.3 VCDi SS 75 EU5 LT,5,1.3,12795,_8175.00,_6725.00,_5500.00,_4725.00,0.6389,0.5256,0.4299,,0.3693
Nissan,Note (2013-),Japan,5Dr MPV 1.5 dCI DPF SS 90 EU5 Tekna,5,1.5,17100,_10925.00,_8975.00,_7375.00,_6300.00,0.6389,0.5249,0.4313,,0.3684
Skoda,Rapid (2012-),Czech,5Dr Spaceback 1.6 TDi CR DPF 105 EU5 Elegance,5,1.6,18390,_11750.00,_9675.00,_7950.00,_6800.00,0.6389,0.5261,0.4323,,0.3698
Skoda,Rapid (2012-),Czech,5Dr Hatchback 1.6 TDi CR GreenTech DPF SS 90 EU5 Elegance,5,1.6,17805,_11375.00,_9350.00,_7675.00,_6525.00,0.6389,0.5251,0.4311,,0.3665
